Statistic,Week,Age Group,Sex,UNIT,VALUE,first_Monday,first_Monday_date
Persons on the Live Register,2020W24,Under 20 years,Male,Number,3181.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,Under 20 years,Female,Number,2668.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,20 - 24 years,Both sexes,Number,23422.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,20 - 24 years,Male,Number,13056.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,20 - 24 years,Female,Number,10366.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,25 - 34 years,Both sexes,Number,55679.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,25 - 34 years,Male,Number,31821.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,25 - 34 years,Female,Number,23858.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,35 - 44 years,Both sexes,Number,52572.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,35 - 44 years,Male,Number,29620.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,35 - 44 years,Female,Number,22952.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,45 - 54 years,Both sexes,Number,44134.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,45 - 54 years,Male,Number,24110.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,45 - 54 years,Female,Number,20024.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,55 - 59 years,Both sexes,Number,19764.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,55 - 59 years,Male,Number,10406.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,55 - 59 years,Female,Number,9358.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,60 years and over,Both sexes,Number,24676.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,60 years and over,Male,Number,12489.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,60 years and over,Female,Number,12187.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,All ages,Both sexes,Number,226096.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,All ages,Male,Number,124683.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W24,All ages,Female,Number,101413.0,2020W24-1,2020-06-15
Persons on the Live Register,2020W25,Under 20 years,Both sexes,Number,5826.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,Under 20 years,Male,Number,3147.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,Under 20 years,Female,Number,2679.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,20 - 24 years,Both sexes,Number,23388.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,20 - 24 years,Male,Number,13053.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,20 - 24 years,Female,Number,10335.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,25 - 34 years,Both sexes,Number,53916.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,25 - 34 years,Male,Number,30997.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,25 - 34 years,Female,Number,22919.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,35 - 44 years,Both sexes,Number,50857.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,35 - 44 years,Male,Number,28618.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,35 - 44 years,Female,Number,22239.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,45 - 54 years,Both sexes,Number,43041.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,45 - 54 years,Male,Number,23453.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,45 - 54 years,Female,Number,19588.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,55 - 59 years,Both sexes,Number,19449.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,55 - 59 years,Male,Number,10165.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,55 - 59 years,Female,Number,9284.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,60 years and over,Both sexes,Number,24344.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,60 years and over,Male,Number,12240.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,60 years and over,Female,Number,12104.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,All ages,Both sexes,Number,220821.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,All ages,Male,Number,121673.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W25,All ages,Female,Number,99148.0,2020W25-1,2020-06-22
Persons on the Live Register,2020W26,Under 20 years,Both sexes,Number,5844.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,Under 20 years,Male,Number,3162.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,Under 20 years,Female,Number,2682.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,20 - 24 years,Both sexes,Number,23735.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,20 - 24 years,Male,Number,13181.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,20 - 24 years,Female,Number,10554.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,25 - 34 years,Both sexes,Number,53922.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,25 - 34 years,Male,Number,30901.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,25 - 34 years,Female,Number,23021.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,35 - 44 years,Both sexes,Number,50452.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,35 - 44 years,Male,Number,28266.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,35 - 44 years,Female,Number,22186.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,45 - 54 years,Both sexes,Number,43007.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,45 - 54 years,Male,Number,23282.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,45 - 54 years,Female,Number,19725.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,55 - 59 years,Both sexes,Number,19529.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,55 - 59 years,Male,Number,10100.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,55 - 59 years,Female,Number,9429.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,60 years and over,Both sexes,Number,24382.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,60 years and over,Male,Number,12216.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,60 years and over,Female,Number,12166.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,All ages,Both sexes,Number,220871.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,All ages,Male,Number,121108.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W26,All ages,Female,Number,99763.0,2020W26-1,2020-06-29
Persons on the Live Register,2020W27,Under 20 years,Both sexes,Number,5909.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,Under 20 years,Male,Number,3197.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,Under 20 years,Female,Number,2712.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,20 - 24 years,Both sexes,Number,24059.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,20 - 24 years,Male,Number,13283.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,20 - 24 years,Female,Number,10776.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,25 - 34 years,Both sexes,Number,54576.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,25 - 34 years,Male,Number,30949.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,25 - 34 years,Female,Number,23627.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,35 - 44 years,Both sexes,Number,50988.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,35 - 44 years,Male,Number,28142.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,35 - 44 years,Female,Number,22846.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,45 - 54 years,Both sexes,Number,44051.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,45 - 54 years,Male,Number,23250.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,45 - 54 years,Female,Number,20801.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,55 - 59 years,Both sexes,Number,20207.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,55 - 59 years,Male,Number,10166.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,55 - 59 years,Female,Number,10041.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,60 years and over,Both sexes,Number,24861.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,60 years and over,Male,Number,12308.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,60 years and over,Female,Number,12553.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,All ages,Both sexes,Number,224651.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,All ages,Male,Number,121295.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W27,All ages,Female,Number,103356.0,2020W27-1,2020-07-06
Persons on the Live Register,2020W28,Under 20 years,Both sexes,Number,6121.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,Under 20 years,Male,Number,3271.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,Under 20 years,Female,Number,2850.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,20 - 24 years,Both sexes,Number,24666.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,20 - 24 years,Male,Number,13554.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,20 - 24 years,Female,Number,11112.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,25 - 34 years,Both sexes,Number,55551.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,25 - 34 years,Male,Number,31268.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,25 - 34 years,Female,Number,24283.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,35 - 44 years,Both sexes,Number,51758.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,35 - 44 years,Male,Number,28298.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,35 - 44 years,Female,Number,23460.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,45 - 54 years,Both sexes,Number,44851.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,45 - 54 years,Male,Number,23469.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,45 - 54 years,Female,Number,21382.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,55 - 59 years,Both sexes,Number,20489.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,55 - 59 years,Male,Number,10189.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,55 - 59 years,Female,Number,10300.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,60 years and over,Both sexes,Number,25081.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,60 years and over,Male,Number,12350.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,60 years and over,Female,Number,12731.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,All ages,Both sexes,Number,228517.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,All ages,Male,Number,122399.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W28,All ages,Female,Number,106118.0,2020W28-1,2020-07-13
Persons on the Live Register,2020W29,Under 20 years,Both sexes,Number,6270.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,Under 20 years,Male,Number,3330.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,Under 20 years,Female,Number,2940.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,20 - 24 years,Both sexes,Number,25161.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,20 - 24 years,Male,Number,13804.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,20 - 24 years,Female,Number,11357.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,25 - 34 years,Both sexes,Number,56933.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,25 - 34 years,Male,Number,32006.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,25 - 34 years,Female,Number,24927.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,35 - 44 years,Both sexes,Number,53257.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,35 - 44 years,Male,Number,29196.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,35 - 44 years,Female,Number,24061.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,45 - 54 years,Both sexes,Number,45922.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,45 - 54 years,Male,Number,24019.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,45 - 54 years,Female,Number,21903.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,55 - 59 years,Both sexes,Number,20806.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,55 - 59 years,Male,Number,10353.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,55 - 59 years,Female,Number,10453.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,60 years and over,Both sexes,Number,25297.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,60 years and over,Male,Number,12424.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,60 years and over,Female,Number,12873.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,All ages,Both sexes,Number,233646.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,All ages,Male,Number,125132.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W29,All ages,Female,Number,108514.0,2020W29-1,2020-07-20
Persons on the Live Register,2020W30,Under 20 years,Both sexes,Number,6387.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,Under 20 years,Male,Number,3410.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,Under 20 years,Female,Number,2977.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,20 - 24 years,Both sexes,Number,25752.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,20 - 24 years,Male,Number,14172.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,20 - 24 years,Female,Number,11580.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,25 - 34 years,Both sexes,Number,58755.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,25 - 34 years,Male,Number,33112.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,25 - 34 years,Female,Number,25643.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,35 - 44 years,Both sexes,Number,54847.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,35 - 44 years,Male,Number,30304.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,35 - 44 years,Female,Number,24543.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,45 - 54 years,Both sexes,Number,47048.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,45 - 54 years,Male,Number,24753.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,45 - 54 years,Female,Number,22295.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,55 - 59 years,Both sexes,Number,21168.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,55 - 59 years,Male,Number,10572.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,55 - 59 years,Female,Number,10596.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,60 years and over,Both sexes,Number,25489.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,60 years and over,Male,Number,12508.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,60 years and over,Female,Number,12981.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,All ages,Both sexes,Number,239446.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,All ages,Male,Number,128831.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W30,All ages,Female,Number,110615.0,2020W30-1,2020-07-27
Persons on the Live Register,2020W31,Under 20 years,Both sexes,Number,6486.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,Under 20 years,Male,Number,3454.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,Under 20 years,Female,Number,3032.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,20 - 24 years,Both sexes,Number,26185.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,20 - 24 years,Male,Number,14389.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,20 - 24 years,Female,Number,11796.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,25 - 34 years,Both sexes,Number,60307.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,25 - 34 years,Male,Number,34226.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,25 - 34 years,Female,Number,26081.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,35 - 44 years,Both sexes,Number,56460.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,35 - 44 years,Male,Number,31521.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,35 - 44 years,Female,Number,24939.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,45 - 54 years,Both sexes,Number,48075.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,45 - 54 years,Male,Number,25499.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,45 - 54 years,Female,Number,22576.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,55 - 59 years,Both sexes,Number,21488.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,55 - 59 years,Male,Number,10803.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,55 - 59 years,Female,Number,10685.0,2020W31-1,2020-08-03
Persons on the Live Register,2020W31,60 years and over,Both sexes,Number,25561.0,2020W31-1,2020-08-03
