Statistic,Date2,County,UNIT,VALUE,Date
Staying Local Indicator,2020 January 15,Cork,%,55.8,15/01/2020
Staying Local Indicator,2020 January 15,Galway,%,51,15/01/2020
Staying Local Indicator,2020 January 15,Limerick,%,56.5,15/01/2020
Staying Local Indicator,2020 January 15,Waterford,%,59,15/01/2020
Staying Local Indicator,2020 January 16,State,%,57,16/01/2020
Staying Local Indicator,2020 January 16,Cavan,%,47.7,16/01/2020
Staying Local Indicator,2020 January 16,Donegal,%,47,16/01/2020
Staying Local Indicator,2020 January 16,Leitrim,%,45,16/01/2020
Staying Local Indicator,2020 January 16,Louth,%,59.6,16/01/2020
Staying Local Indicator,2020 January 16,Monaghan,%,49.1,16/01/2020
Staying Local Indicator,2020 January 16,Sligo,%,48.5,16/01/2020
Staying Local Indicator,2020 January 16,Laois,%,47.8,16/01/2020
Staying Local Indicator,2020 January 16,Longford,%,48.9,16/01/2020
Staying Local Indicator,2020 January 16,Offaly,%,46.8,16/01/2020
Staying Local Indicator,2020 January 16,Westmeath,%,54.6,16/01/2020
Staying Local Indicator,2020 January 16,Mayo,%,45.8,16/01/2020
Staying Local Indicator,2020 January 16,Roscommon,%,45.9,16/01/2020
Staying Local Indicator,2020 January 16,Dublin,%,71.1,16/01/2020
Staying Local Indicator,2020 January 16,Kildare,%,49.3,16/01/2020
Staying Local Indicator,2020 January 16,Meath,%,50,16/01/2020
Staying Local Indicator,2020 January 16,Wicklow,%,50.3,16/01/2020
Staying Local Indicator,2020 January 16,Clare,%,48.8,16/01/2020
Staying Local Indicator,2020 January 16,Carlow,%,44.6,16/01/2020
Staying Local Indicator,2020 January 16,Kilkenny,%,51.3,16/01/2020
Staying Local Indicator,2020 January 16,Tipperary,%,47.7,16/01/2020
Staying Local Indicator,2020 January 16,Wexford,%,49.7,16/01/2020
Staying Local Indicator,2020 January 16,Kerry,%,52.5,16/01/2020
Staying Local Indicator,2020 January 16,Cork,%,56,16/01/2020
Staying Local Indicator,2020 January 16,Galway,%,51.5,16/01/2020
Staying Local Indicator,2020 January 16,Limerick,%,56.6,16/01/2020
Staying Local Indicator,2020 January 16,Waterford,%,59.3,16/01/2020
Staying Local Indicator,2020 January 17,State,%,57,17/01/2020
Staying Local Indicator,2020 January 17,Cavan,%,47.7,17/01/2020
Staying Local Indicator,2020 January 17,Donegal,%,47,17/01/2020
Staying Local Indicator,2020 January 17,Leitrim,%,45,17/01/2020
Staying Local Indicator,2020 January 17,Louth,%,59.7,17/01/2020
Staying Local Indicator,2020 January 17,Monaghan,%,49.3,17/01/2020
Staying Local Indicator,2020 January 17,Sligo,%,48.5,17/01/2020
Staying Local Indicator,2020 January 17,Laois,%,47.7,17/01/2020
Staying Local Indicator,2020 January 17,Longford,%,48.8,17/01/2020
Staying Local Indicator,2020 January 17,Offaly,%,46.8,17/01/2020
Staying Local Indicator,2020 January 17,Westmeath,%,54.7,17/01/2020
Staying Local Indicator,2020 January 17,Mayo,%,45.8,17/01/2020
Staying Local Indicator,2020 January 17,Roscommon,%,46,17/01/2020
Staying Local Indicator,2020 January 17,Dublin,%,71.1,17/01/2020
Staying Local Indicator,2020 January 17,Kildare,%,49.5,17/01/2020
Staying Local Indicator,2020 January 17,Meath,%,50,17/01/2020
Staying Local Indicator,2020 January 17,Wicklow,%,50.2,17/01/2020
Staying Local Indicator,2020 January 17,Clare,%,48.9,17/01/2020
Staying Local Indicator,2020 January 17,Carlow,%,44.7,17/01/2020
Staying Local Indicator,2020 January 17,Kilkenny,%,51.2,17/01/2020
Staying Local Indicator,2020 January 17,Tipperary,%,47.6,17/01/2020
Staying Local Indicator,2020 January 17,Wexford,%,49.9,17/01/2020
Staying Local Indicator,2020 January 17,Kerry,%,52.5,17/01/2020
Staying Local Indicator,2020 January 17,Cork,%,56,17/01/2020
Staying Local Indicator,2020 January 17,Galway,%,51.5,17/01/2020
Staying Local Indicator,2020 January 17,Limerick,%,56.7,17/01/2020
Staying Local Indicator,2020 January 17,Waterford,%,59.3,17/01/2020
Staying Local Indicator,2020 January 18,State,%,56.9,18/01/2020
Staying Local Indicator,2020 January 18,Cavan,%,47.7,18/01/2020
Staying Local Indicator,2020 January 18,Donegal,%,46.9,18/01/2020
Staying Local Indicator,2020 January 18,Leitrim,%,45,18/01/2020
Staying Local Indicator,2020 January 18,Louth,%,59.6,18/01/2020
Staying Local Indicator,2020 January 18,Monaghan,%,49.3,18/01/2020
Staying Local Indicator,2020 January 18,Sligo,%,48.5,18/01/2020
Staying Local Indicator,2020 January 18,Laois,%,47.6,18/01/2020
Staying Local Indicator,2020 January 18,Longford,%,48.5,18/01/2020
Staying Local Indicator,2020 January 18,Offaly,%,46.6,18/01/2020
Staying Local Indicator,2020 January 18,Westmeath,%,54.6,18/01/2020
Staying Local Indicator,2020 January 18,Mayo,%,45.8,18/01/2020
Staying Local Indicator,2020 January 18,Roscommon,%,45.9,18/01/2020
Staying Local Indicator,2020 January 18,Dublin,%,71,18/01/2020
Staying Local Indicator,2020 January 18,Kildare,%,49.2,18/01/2020
Staying Local Indicator,2020 January 18,Meath,%,49.9,18/01/2020
Staying Local Indicator,2020 January 18,Wicklow,%,49.9,18/01/2020
Staying Local Indicator,2020 January 18,Clare,%,48.9,18/01/2020
Staying Local Indicator,2020 January 18,Carlow,%,44.5,18/01/2020
Staying Local Indicator,2020 January 18,Kilkenny,%,51,18/01/2020
Staying Local Indicator,2020 January 18,Tipperary,%,47.4,18/01/2020
Staying Local Indicator,2020 January 18,Wexford,%,49.7,18/01/2020
Staying Local Indicator,2020 January 18,Kerry,%,52.3,18/01/2020
Staying Local Indicator,2020 January 18,Cork,%,55.8,18/01/2020
Staying Local Indicator,2020 January 18,Galway,%,51.6,18/01/2020
Staying Local Indicator,2020 January 18,Limerick,%,56.7,18/01/2020
Staying Local Indicator,2020 January 18,Waterford,%,58.9,18/01/2020
Staying Local Indicator,2020 January 19,State,%,57,19/01/2020
Staying Local Indicator,2020 January 19,Cavan,%,47.9,19/01/2020
Staying Local Indicator,2020 January 19,Donegal,%,46.9,19/01/2020
Staying Local Indicator,2020 January 19,Leitrim,%,45.2,19/01/2020
Staying Local Indicator,2020 January 19,Louth,%,59.8,19/01/2020
Staying Local Indicator,2020 January 19,Monaghan,%,49.3,19/01/2020
Staying Local Indicator,2020 January 19,Sligo,%,48.6,19/01/2020
Staying Local Indicator,2020 January 19,Laois,%,47.6,19/01/2020
Staying Local Indicator,2020 January 19,Longford,%,48.7,19/01/2020
Staying Local Indicator,2020 January 19,Offaly,%,46.7,19/01/2020
Staying Local Indicator,2020 January 19,Westmeath,%,54.7,19/01/2020
Staying Local Indicator,2020 January 19,Mayo,%,46,19/01/2020
Staying Local Indicator,2020 January 19,Roscommon,%,46.1,19/01/2020
Staying Local Indicator,2020 January 19,Dublin,%,71,19/01/2020
Staying Local Indicator,2020 January 19,Kildare,%,49.3,19/01/2020
Staying Local Indicator,2020 January 19,Meath,%,50,19/01/2020
Staying Local Indicator,2020 January 19,Wicklow,%,50,19/01/2020
Staying Local Indicator,2020 January 19,Clare,%,49,19/01/2020
Staying Local Indicator,2020 January 19,Carlow,%,44.6,19/01/2020
Staying Local Indicator,2020 January 19,Kilkenny,%,51.2,19/01/2020
Staying Local Indicator,2020 January 19,Tipperary,%,47.5,19/01/2020
Staying Local Indicator,2020 January 19,Wexford,%,49.6,19/01/2020
Staying Local Indicator,2020 January 19,Kerry,%,52.3,19/01/2020
Staying Local Indicator,2020 January 19,Cork,%,56,19/01/2020
Staying Local Indicator,2020 January 19,Galway,%,52,19/01/2020
Staying Local Indicator,2020 January 19,Limerick,%,56.9,19/01/2020
Staying Local Indicator,2020 January 19,Waterford,%,59,19/01/2020
Staying Local Indicator,2020 January 20,State,%,56.8,20/01/2020
Staying Local Indicator,2020 January 20,Cavan,%,47.7,20/01/2020
Staying Local Indicator,2020 January 20,Donegal,%,46.3,20/01/2020
Staying Local Indicator,2020 January 20,Leitrim,%,45.3,20/01/2020
Staying Local Indicator,2020 January 20,Louth,%,59.8,20/01/2020
Staying Local Indicator,2020 January 20,Monaghan,%,49.4,20/01/2020
Staying Local Indicator,2020 January 20,Sligo,%,48.6,20/01/2020
Staying Local Indicator,2020 January 20,Laois,%,47.4,20/01/2020
Staying Local Indicator,2020 January 20,Longford,%,48.3,20/01/2020
Staying Local Indicator,2020 January 20,Offaly,%,46.5,20/01/2020
Staying Local Indicator,2020 January 20,Westmeath,%,54.2,20/01/2020
Staying Local Indicator,2020 January 20,Mayo,%,45.5,20/01/2020
Staying Local Indicator,2020 January 20,Roscommon,%,45.7,20/01/2020
Staying Local Indicator,2020 January 20,Dublin,%,70.9,20/01/2020
Staying Local Indicator,2020 January 20,Kildare,%,49.1,20/01/2020
Staying Local Indicator,2020 January 20,Meath,%,49.7,20/01/2020
Staying Local Indicator,2020 January 20,Wicklow,%,49.5,20/01/2020
Staying Local Indicator,2020 January 20,Clare,%,48.7,20/01/2020
Staying Local Indicator,2020 January 20,Carlow,%,44.3,20/01/2020
Staying Local Indicator,2020 January 20,Kilkenny,%,51,20/01/2020
Staying Local Indicator,2020 January 20,Tipperary,%,47.1,20/01/2020
Staying Local Indicator,2020 January 20,Wexford,%,49.3,20/01/2020
Staying Local Indicator,2020 January 20,Kerry,%,52,20/01/2020
Staying Local Indicator,2020 January 20,Cork,%,55.7,20/01/2020
Staying Local Indicator,2020 January 20,Galway,%,51.7,20/01/2020
Staying Local Indicator,2020 January 20,Limerick,%,56.7,20/01/2020
Staying Local Indicator,2020 January 20,Waterford,%,58.8,20/01/2020
Staying Local Indicator,2020 January 21,State,%,56.8,21/01/2020
Staying Local Indicator,2020 January 21,Cavan,%,47.7,21/01/2020
Staying Local Indicator,2020 January 21,Donegal,%,46.3,21/01/2020
Staying Local Indicator,2020 January 21,Leitrim,%,45.3,21/01/2020
Staying Local Indicator,2020 January 21,Louth,%,59.8,21/01/2020
Staying Local Indicator,2020 January 21,Monaghan,%,49.3,21/01/2020
Staying Local Indicator,2020 January 21,Sligo,%,48.6,21/01/2020
Staying Local Indicator,2020 January 21,Laois,%,47.4,21/01/2020
Staying Local Indicator,2020 January 21,Longford,%,48.1,21/01/2020
Staying Local Indicator,2020 January 21,Offaly,%,46.4,21/01/2020
Staying Local Indicator,2020 January 21,Westmeath,%,54.2,21/01/2020
Staying Local Indicator,2020 January 21,Mayo,%,45.5,21/01/2020
Staying Local Indicator,2020 January 21,Roscommon,%,45.6,21/01/2020
Staying Local Indicator,2020 January 21,Dublin,%,70.9,21/01/2020
Staying Local Indicator,2020 January 21,Kildare,%,49.1,21/01/2020
Staying Local Indicator,2020 January 21,Meath,%,49.7,21/01/2020
Staying Local Indicator,2020 January 21,Wicklow,%,49.5,21/01/2020
Staying Local Indicator,2020 January 21,Clare,%,48.8,21/01/2020
Staying Local Indicator,2020 January 21,Carlow,%,44.3,21/01/2020
Staying Local Indicator,2020 January 21,Kilkenny,%,50.8,21/01/2020
Staying Local Indicator,2020 January 21,Tipperary,%,47.1,21/01/2020
Staying Local Indicator,2020 January 21,Wexford,%,49.2,21/01/2020
Staying Local Indicator,2020 January 21,Kerry,%,52,21/01/2020
Staying Local Indicator,2020 January 21,Cork,%,55.6,21/01/2020
Staying Local Indicator,2020 January 21,Galway,%,51.9,21/01/2020
Staying Local Indicator,2020 January 21,Limerick,%,56.7,21/01/2020
Staying Local Indicator,2020 January 21,Waterford,%,58.7,21/01/2020
Staying Local Indicator,2020 January 22,State,%,56.8,22/01/2020
Staying Local Indicator,2020 January 22,Cavan,%,47.7,22/01/2020
Staying Local Indicator,2020 January 22,Donegal,%,46.3,22/01/2020
Staying Local Indicator,2020 January 22,Leitrim,%,45.2,22/01/2020
Staying Local Indicator,2020 January 22,Louth,%,59.7,22/01/2020
Staying Local Indicator,2020 January 22,Monaghan,%,49.2,22/01/2020
Staying Local Indicator,2020 January 22,Sligo,%,48.6,22/01/2020
Staying Local Indicator,2020 January 22,Laois,%,47.5,22/01/2020
Staying Local Indicator,2020 January 22,Longford,%,48.1,22/01/2020
Staying Local Indicator,2020 January 22,Offaly,%,46.4,22/01/2020
Staying Local Indicator,2020 January 22,Westmeath,%,54.2,22/01/2020
Staying Local Indicator,2020 January 22,Mayo,%,45.4,22/01/2020
Staying Local Indicator,2020 January 22,Roscommon,%,45.5,22/01/2020
Staying Local Indicator,2020 January 22,Dublin,%,71,22/01/2020
Staying Local Indicator,2020 January 22,Kildare,%,49.1,22/01/2020
Staying Local Indicator,2020 January 22,Meath,%,49.7,22/01/2020
Staying Local Indicator,2020 January 22,Wicklow,%,49.5,22/01/2020
Staying Local Indicator,2020 January 22,Clare,%,48.8,22/01/2020
Staying Local Indicator,2020 January 22,Carlow,%,44.4,22/01/2020
Staying Local Indicator,2020 January 22,Kilkenny,%,50.8,22/01/2020
Staying Local Indicator,2020 January 22,Tipperary,%,47.1,22/01/2020
Staying Local Indicator,2020 January 22,Wexford,%,49.2,22/01/2020
Staying Local Indicator,2020 January 22,Kerry,%,52,22/01/2020
Staying Local Indicator,2020 January 22,Cork,%,55.6,22/01/2020
Staying Local Indicator,2020 January 22,Galway,%,51.9,22/01/2020
Staying Local Indicator,2020 January 22,Limerick,%,56.9,22/01/2020
Staying Local Indicator,2020 January 22,Waterford,%,58.7,22/01/2020
Staying Local Indicator,2020 January 23,State,%,56.7,23/01/2020
Staying Local Indicator,2020 January 23,Cavan,%,47.6,23/01/2020
Staying Local Indicator,2020 January 23,Donegal,%,46.1,23/01/2020
Staying Local Indicator,2020 January 23,Leitrim,%,45,23/01/2020
Staying Local Indicator,2020 January 23,Louth,%,59.5,23/01/2020
Staying Local Indicator,2020 January 23,Monaghan,%,49.2,23/01/2020
Staying Local Indicator,2020 January 23,Sligo,%,48.7,23/01/2020
Staying Local Indicator,2020 January 23,Laois,%,47.5,23/01/2020
Staying Local Indicator,2020 January 23,Longford,%,48,23/01/2020
Staying Local Indicator,2020 January 23,Offaly,%,46.3,23/01/2020
Staying Local Indicator,2020 January 23,Westmeath,%,54,23/01/2020
Staying Local Indicator,2020 January 23,Mayo,%,45.3,23/01/2020
Staying Local Indicator,2020 January 23,Roscommon,%,45.4,23/01/2020
Staying Local Indicator,2020 January 23,Dublin,%,71,23/01/2020
Staying Local Indicator,2020 January 23,Kildare,%,48.8,23/01/2020
Staying Local Indicator,2020 January 23,Meath,%,49.5,23/01/2020
Staying Local Indicator,2020 January 23,Wicklow,%,49.4,23/01/2020
Staying Local Indicator,2020 January 23,Clare,%,48.8,23/01/2020
Staying Local Indicator,2020 January 23,Carlow,%,44.4,23/01/2020
Staying Local Indicator,2020 January 23,Kilkenny,%,50.7,23/01/2020
Staying Local Indicator,2020 January 23,Tipperary,%,47.1,23/01/2020
Staying Local Indicator,2020 January 23,Wexford,%,49,23/01/2020
Staying Local Indicator,2020 January 23,Kerry,%,52,23/01/2020
Staying Local Indicator,2020 January 23,Cork,%,55.5,23/01/2020
Staying Local Indicator,2020 January 23,Galway,%,51.8,23/01/2020
Staying Local Indicator,2020 January 23,Limerick,%,56.9,23/01/2020
Staying Local Indicator,2020 January 23,Waterford,%,58.5,23/01/2020
Staying Local Indicator,2020 January 24,State,%,56.8,24/01/2020
Staying Local Indicator,2020 January 24,Cavan,%,47.8,24/01/2020
Staying Local Indicator,2020 January 24,Donegal,%,46.2,24/01/2020
Staying Local Indicator,2020 January 24,Leitrim,%,45.1,24/01/2020
Staying Local Indicator,2020 January 24,Louth,%,59.6,24/01/2020
Staying Local Indicator,2020 January 24,Monaghan,%,49.3,24/01/2020
Staying Local Indicator,2020 January 24,Sligo,%,48.9,24/01/2020
Staying Local Indicator,2020 January 24,Laois,%,47.6,24/01/2020
Staying Local Indicator,2020 January 24,Longford,%,48.2,24/01/2020
Staying Local Indicator,2020 January 24,Offaly,%,46.5,24/01/2020
Staying Local Indicator,2020 January 24,Westmeath,%,54.1,24/01/2020
Staying Local Indicator,2020 January 24,Mayo,%,45.5,24/01/2020
Staying Local Indicator,2020 January 24,Roscommon,%,45.5,24/01/2020
Staying Local Indicator,2020 January 24,Dublin,%,71.1,24/01/2020
Staying Local Indicator,2020 January 24,Kildare,%,48.7,24/01/2020
Staying Local Indicator,2020 January 24,Meath,%,49.7,24/01/2020
Staying Local Indicator,2020 January 24,Wicklow,%,49.6,24/01/2020
Staying Local Indicator,2020 January 24,Clare,%,48.8,24/01/2020
Staying Local Indicator,2020 January 24,Carlow,%,44.8,24/01/2020
Staying Local Indicator,2020 January 24,Kilkenny,%,50.9,24/01/2020
Staying Local Indicator,2020 January 24,Tipperary,%,47.3,24/01/2020
Staying Local Indicator,2020 January 24,Wexford,%,49.2,24/01/2020
Staying Local Indicator,2020 January 24,Kerry,%,52.1,24/01/2020
Staying Local Indicator,2020 January 24,Cork,%,55.7,24/01/2020
Staying Local Indicator,2020 January 24,Galway,%,52,24/01/2020
Staying Local Indicator,2020 January 24,Limerick,%,57.1,24/01/2020
Staying Local Indicator,2020 January 24,Waterford,%,58.7,24/01/2020
Staying Local Indicator,2020 January 25,State,%,56.8,25/01/2020
Staying Local Indicator,2020 January 25,Cavan,%,47.6,25/01/2020
Staying Local Indicator,2020 January 25,Donegal,%,46,25/01/2020
Staying Local Indicator,2020 January 25,Leitrim,%,44.9,25/01/2020
Staying Local Indicator,2020 January 25,Louth,%,59.5,25/01/2020
Staying Local Indicator,2020 January 25,Monaghan,%,49.1,25/01/2020
Staying Local Indicator,2020 January 25,Sligo,%,48.9,25/01/2020
Staying Local Indicator,2020 January 25,Laois,%,47.5,25/01/2020
Staying Local Indicator,2020 January 25,Longford,%,48.4,25/01/2020
Staying Local Indicator,2020 January 25,Offaly,%,46.6,25/01/2020
Staying Local Indicator,2020 January 25,Westmeath,%,54.2,25/01/2020
Staying Local Indicator,2020 January 25,Mayo,%,45.6,25/01/2020
Staying Local Indicator,2020 January 25,Roscommon,%,45.5,25/01/2020
Staying Local Indicator,2020 January 25,Dublin,%,71,25/01/2020
Staying Local Indicator,2020 January 25,Kildare,%,48.5,25/01/2020
Staying Local Indicator,2020 January 25,Meath,%,49.4,25/01/2020
Staying Local Indicator,2020 January 25,Wicklow,%,49.5,25/01/2020
Staying Local Indicator,2020 January 25,Clare,%,48.7,25/01/2020
Staying Local Indicator,2020 January 25,Carlow,%,44.8,25/01/2020
Staying Local Indicator,2020 January 25,Kilkenny,%,50.9,25/01/2020
Staying Local Indicator,2020 January 25,Tipperary,%,47.1,25/01/2020
Staying Local Indicator,2020 January 25,Wexford,%,49.2,25/01/2020
Staying Local Indicator,2020 January 25,Kerry,%,52.1,25/01/2020
Staying Local Indicator,2020 January 25,Cork,%,55.6,25/01/2020
Staying Local Indicator,2020 January 25,Galway,%,52.1,25/01/2020
Staying Local Indicator,2020 January 25,Limerick,%,57,25/01/2020
Staying Local Indicator,2020 January 25,Waterford,%,58.7,25/01/2020
Staying Local Indicator,2020 January 26,State,%,56.7,26/01/2020
Staying Local Indicator,2020 January 26,Cavan,%,47.3,26/01/2020
Staying Local Indicator,2020 January 26,Donegal,%,46,26/01/2020
Staying Local Indicator,2020 January 26,Leitrim,%,44.8,26/01/2020
Staying Local Indicator,2020 January 26,Louth,%,59.3,26/01/2020
Staying Local Indicator,2020 January 26,Monaghan,%,48.9,26/01/2020
Staying Local Indicator,2020 January 26,Sligo,%,48.8,26/01/2020
Staying Local Indicator,2020 January 26,Laois,%,47.3,26/01/2020
Staying Local Indicator,2020 January 26,Longford,%,48.3,26/01/2020
Staying Local Indicator,2020 January 26,Offaly,%,46.4,26/01/2020
Staying Local Indicator,2020 January 26,Westmeath,%,54.1,26/01/2020
Staying Local Indicator,2020 January 26,Mayo,%,45.4,26/01/2020
Staying Local Indicator,2020 January 26,Roscommon,%,45.2,26/01/2020
Staying Local Indicator,2020 January 26,Dublin,%,71,26/01/2020
Staying Local Indicator,2020 January 26,Kildare,%,48.2,26/01/2020
