"Statistic","Week","Age Group","Sex","UNIT","VALUE"
"Persons on the Live Register","2020W29","Under 20 years","Both sexes","Number","6270"
"Persons on the Live Register","2020W29","Under 20 years","Male","Number","3330"
"Persons on the Live Register","2020W29","Under 20 years","Female","Number","2940"
"Persons on the Live Register","2020W29","20 - 24 years","Both sexes","Number","25161"
"Persons on the Live Register","2020W29","20 - 24 years","Male","Number","13804"
"Persons on the Live Register","2020W29","20 - 24 years","Female","Number","11357"
"Persons on the Live Register","2020W29","25 - 34 years","Both sexes","Number","56933"
"Persons on the Live Register","2020W29","25 - 34 years","Male","Number","32006"
"Persons on the Live Register","2020W29","25 - 34 years","Female","Number","24927"
"Persons on the Live Register","2020W29","35 - 44 years","Both sexes","Number","53257"
"Persons on the Live Register","2020W29","35 - 44 years","Male","Number","29196"
"Persons on the Live Register","2020W29","35 - 44 years","Female","Number","24061"
"Persons on the Live Register","2020W29","45 - 54 years","Both sexes","Number","45922"
"Persons on the Live Register","2020W29","45 - 54 years","Male","Number","24019"
"Persons on the Live Register","2020W29","45 - 54 years","Female","Number","21903"
"Persons on the Live Register","2020W29","55 - 59 years","Both sexes","Number","20806"
"Persons on the Live Register","2020W29","55 - 59 years","Male","Number","10353"
"Persons on the Live Register","2020W29","55 - 59 years","Female","Number","10453"
"Persons on the Live Register","2020W29","60 years and over","Both sexes","Number","25297"
"Persons on the Live Register","2020W29","60 years and over","Male","Number","12424"
"Persons on the Live Register","2020W29","60 years and over","Female","Number","12873"
"Persons on the Live Register","2020W29","All ages","Both sexes","Number","233646"
"Persons on the Live Register","2020W29","All ages","Male","Number","125132"
"Persons on the Live Register","2020W29","All ages","Female","Number","108514"
"Persons on the Live Register","2020W30","Under 20 years","Both sexes","Number","6387"
"Persons on the Live Register","2020W30","Under 20 years","Male","Number","3410"
"Persons on the Live Register","2020W30","Under 20 years","Female","Number","2977"
"Persons on the Live Register","2020W30","20 - 24 years","Both sexes","Number","25752"
"Persons on the Live Register","2020W30","20 - 24 years","Male","Number","14172"
"Persons on the Live Register","2020W30","20 - 24 years","Female","Number","11580"
"Persons on the Live Register","2020W30","25 - 34 years","Both sexes","Number","58755"
"Persons on the Live Register","2020W30","25 - 34 years","Male","Number","33112"
"Persons on the Live Register","2020W30","25 - 34 years","Female","Number","25643"
"Persons on the Live Register","2020W30","35 - 44 years","Both sexes","Number","54847"
"Persons on the Live Register","2020W30","35 - 44 years","Male","Number","30304"
"Persons on the Live Register","2020W30","35 - 44 years","Female","Number","24543"
"Persons on the Live Register","2020W30","45 - 54 years","Both sexes","Number","47048"
"Persons on the Live Register","2020W30","45 - 54 years","Male","Number","24753"
"Persons on the Live Register","2020W30","45 - 54 years","Female","Number","22295"
"Persons on the Live Register","2020W30","55 - 59 years","Both sexes","Number","21168"
"Persons on the Live Register","2020W30","55 - 59 years","Male","Number","10572"
"Persons on the Live Register","2020W30","55 - 59 years","Female","Number","10596"
"Persons on the Live Register","2020W30","60 years and over","Both sexes","Number","25489"
"Persons on the Live Register","2020W30","60 years and over","Male","Number","12508"
"Persons on the Live Register","2020W30","60 years and over","Female","Number","12981"
"Persons on the Live Register","2020W30","All ages","Both sexes","Number","239446"
"Persons on the Live Register","2020W30","All ages","Male","Number","128831"
"Persons on the Live Register","2020W30","All ages","Female","Number","110615"
"Persons on the Live Register","2020W31","Under 20 years","Both sexes","Number","6486"
"Persons on the Live Register","2020W31","Under 20 years","Male","Number","3454"
"Persons on the Live Register","2020W31","Under 20 years","Female","Number","3032"
"Persons on the Live Register","2020W31","20 - 24 years","Both sexes","Number","26185"
"Persons on the Live Register","2020W31","20 - 24 years","Male","Number","14389"
"Persons on the Live Register","2020W31","20 - 24 years","Female","Number","11796"
"Persons on the Live Register","2020W31","25 - 34 years","Both sexes","Number","60307"
"Persons on the Live Register","2020W31","25 - 34 years","Male","Number","34226"
"Persons on the Live Register","2020W31","25 - 34 years","Female","Number","26081"
"Persons on the Live Register","2020W31","35 - 44 years","Both sexes","Number","56460"
"Persons on the Live Register","2020W31","35 - 44 years","Male","Number","31521"
"Persons on the Live Register","2020W31","35 - 44 years","Female","Number","24939"
"Persons on the Live Register","2020W31","45 - 54 years","Both sexes","Number","48075"
"Persons on the Live Register","2020W31","45 - 54 years","Male","Number","25499"
"Persons on the Live Register","2020W31","45 - 54 years","Female","Number","22576"
"Persons on the Live Register","2020W31","55 - 59 years","Both sexes","Number","21488"
"Persons on the Live Register","2020W31","55 - 59 years","Male","Number","10803"
"Persons on the Live Register","2020W31","55 - 59 years","Female","Number","10685"
"Persons on the Live Register","2020W31","60 years and over","Both sexes","Number","25561"
"Persons on the Live Register","2020W31","60 years and over","Male","Number","12554"
"Persons on the Live Register","2020W31","60 years and over","Female","Number","13007"
"Persons on the Live Register","2020W31","All ages","Both sexes","Number","244562"
"Persons on the Live Register","2020W31","All ages","Male","Number","132446"
"Persons on the Live Register","2020W31","All ages","Female","Number","112116"
"Persons on the Live Register","2020W32","Under 20 years","Both sexes","Number","6612"
"Persons on the Live Register","2020W32","Under 20 years","Male","Number","3501"
"Persons on the Live Register","2020W32","Under 20 years","Female","Number","3111"
"Persons on the Live Register","2020W32","20 - 24 years","Both sexes","Number","26721"
"Persons on the Live Register","2020W32","20 - 24 years","Male","Number","14648"
"Persons on the Live Register","2020W32","20 - 24 years","Female","Number","12073"
"Persons on the Live Register","2020W32","25 - 34 years","Both sexes","Number","62208"
"Persons on the Live Register","2020W32","25 - 34 years","Male","Number","35317"
"Persons on the Live Register","2020W32","25 - 34 years","Female","Number","26891"
"Persons on the Live Register","2020W32","35 - 44 years","Both sexes","Number","57979"
"Persons on the Live Register","2020W32","35 - 44 years","Male","Number","32437"
"Persons on the Live Register","2020W32","35 - 44 years","Female","Number","25542"
"Persons on the Live Register","2020W32","45 - 54 years","Both sexes","Number","49131"
"Persons on the Live Register","2020W32","45 - 54 years","Male","Number","26164"
"Persons on the Live Register","2020W32","45 - 54 years","Female","Number","22967"
"Persons on the Live Register","2020W32","55 - 59 years","Both sexes","Number","21798"
"Persons on the Live Register","2020W32","55 - 59 years","Male","Number","11009"
"Persons on the Live Register","2020W32","55 - 59 years","Female","Number","10789"
"Persons on the Live Register","2020W32","60 years and over","Both sexes","Number","25720"
"Persons on the Live Register","2020W32","60 years and over","Male","Number","12668"
"Persons on the Live Register","2020W32","60 years and over","Female","Number","13052"
"Persons on the Live Register","2020W32","All ages","Both sexes","Number","250169"
"Persons on the Live Register","2020W32","All ages","Male","Number","135744"
"Persons on the Live Register","2020W32","All ages","Female","Number","114425"
"Persons on the Live Register","2020W33","Under 20 years","Both sexes","Number","6763"
"Persons on the Live Register","2020W33","Under 20 years","Male","Number","3555"
"Persons on the Live Register","2020W33","Under 20 years","Female","Number","3208"
"Persons on the Live Register","2020W33","20 - 24 years","Both sexes","Number","27444"
"Persons on the Live Register","2020W33","20 - 24 years","Male","Number","14972"
"Persons on the Live Register","2020W33","20 - 24 years","Female","Number","12472"
"Persons on the Live Register","2020W33","25 - 34 years","Both sexes","Number","63902"
"Persons on the Live Register","2020W33","25 - 34 years","Male","Number","36185"
"Persons on the Live Register","2020W33","25 - 34 years","Female","Number","27717"
"Persons on the Live Register","2020W33","35 - 44 years","Both sexes","Number","58905"
"Persons on the Live Register","2020W33","35 - 44 years","Male","Number","32973"
"Persons on the Live Register","2020W33","35 - 44 years","Female","Number","25932"
"Persons on the Live Register","2020W33","45 - 54 years","Both sexes","Number","49617"
"Persons on the Live Register","2020W33","45 - 54 years","Male","Number","26492"
"Persons on the Live Register","2020W33","45 - 54 years","Female","Number","23125"
"Persons on the Live Register","2020W33","55 - 59 years","Both sexes","Number","21919"
"Persons on the Live Register","2020W33","55 - 59 years","Male","Number","11125"
"Persons on the Live Register","2020W33","55 - 59 years","Female","Number","10794"
"Persons on the Live Register","2020W33","60 years and over","Both sexes","Number","25815"
"Persons on the Live Register","2020W33","60 years and over","Male","Number","12738"
"Persons on the Live Register","2020W33","60 years and over","Female","Number","13077"
"Persons on the Live Register","2020W33","All ages","Both sexes","Number","254365"
"Persons on the Live Register","2020W33","All ages","Male","Number","138040"
"Persons on the Live Register","2020W33","All ages","Female","Number","116325"
"Persons on the Live Register","2020W34","Under 20 years","Both sexes","Number","6305"
"Persons on the Live Register","2020W34","Under 20 years","Male","Number","3332"
"Persons on the Live Register","2020W34","Under 20 years","Female","Number","2973"
"Persons on the Live Register","2020W34","20 - 24 years","Both sexes","Number","25220"
"Persons on the Live Register","2020W34","20 - 24 years","Male","Number","13810"
"Persons on the Live Register","2020W34","20 - 24 years","Female","Number","11410"
"Persons on the Live Register","2020W34","25 - 34 years","Both sexes","Number","56613"
"Persons on the Live Register","2020W34","25 - 34 years","Male","Number","31958"
"Persons on the Live Register","2020W34","25 - 34 years","Female","Number","24655"
"Persons on the Live Register","2020W34","35 - 44 years","Both sexes","Number","50387"
